ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1602173,Source2,2,2020-01-20 12:23:34,2020-01-20 13:38:01,32.362469,-86.171448,,,0.0,Lane blocked due to accident on AL-271 both ways at AL-8 Exit 9.,Taylor Rd,Montgomery,Montgomery,AL,36117,US,US/Central,KMXF,2020-01-20 11:56:00,41.0,34.0,34.0,30.22,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-262684,Source2,2,2016-12-07 09:08:15,2016-12-07 09:52:34,32.900307,-96.71769,,,0.01,Accident on Skillman St Eastbound at I-635 Acrd.,LBJ Fwy E,Dallas,Dallas,TX,75243,US,US/Central,KADS,2016-12-07 08:47:00,44.6,,81.0,30.11,13.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6120265,Source1,2,2021-10-27 12:13:00,2021-10-27 13:28:22,27.58295,-82.556497,27.583849,-82.55649100000002,0.062,Incident on BISHOP HARBOR RD near 77TH ST Drive with caution., 77th St E,Palmetto,Manatee,FL,34221-1233,US,US/Eastern,KSRQ,2021-10-27 11:53:00,81.0,81.0,54.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7374194,Source1,2,2019-11-08 12:53:00,2019-11-08 14:26:22,45.4435,-93.58428,45.4435,-93.58428,0.0,At CR-4/Freemont Ave - Accident.,Highway 169,Zimmerman,Sherburne,MN,55398,US,US/Central,KPNM,2019-11-08 12:55:00,34.0,26.0,48.0,29.08,10.0,SSE,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7606557,Source1,2,2018-03-16 08:02:22,2018-03-16 14:02:22,40.783366,-111.911263,40.781619,-111.910732,0.124,At UT-268/600/Exit 309 - Accident.,I-15 S,Salt Lake City,Salt Lake,UT,84116,US,US/Mountain,KSLC,2018-03-16 07:54:00,37.0,30.4,73.0,29.91,10.0,SE,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3077508,Source2,2,2018-01-21 01:22:26,2018-01-21 01:52:06,34.021965,-117.813141,,,0.0,2 right lane blocked due to accident on CA-57 Northbound at Exit 25 CA-60.,Pomona Fwy E,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2018-01-21 06:47:00,37.4,,65.0,30.25,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5666247,Source1,2,2021-12-22 15:27:02,2021-12-22 17:29:43,30.415952,-91.071397,30.417695,-91.070632,0.129,Slow traffic on US-61 N from Celtic Dr to I-12 E due to accident., Bluebonnet Blvd,Baton Rouge,East Baton Rouge,LA,70809-2892,US,US/Central,KBTR,2021-12-22 15:53:00,65.0,65.0,40.0,30.03,10.0,ENE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4606880,Source1,2,2022-08-19 15:00:00,2022-08-19 16:20:27,38.49313,-121.442999,38.47880900000001,-121.427774,1.287,Incident on CA-99 SB near FLORIN RD Drive with caution.,CA-99 S,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2022-08-19 14:53:00,95.0,95.0,25.0,29.72,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2818489,Source2,2,2018-05-11 19:27:09,2018-05-11 20:26:50,30.390369,-91.078377,,,0.0,Accident on Mall of Louisiana Blvd near I-10.,Picardy Ave,Baton Rouge,East Baton Rouge,LA,70809,US,US/Central,KBTR,2018-05-11 19:53:00,82.9,,44.0,30.01,10.0,SE,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-681088,Source2,2,2022-03-11 05:54:55,2022-03-11 06:21:46,39.375679,-76.546593,,,0.7799999713897705,Crash on Taylor Ave between MD-147 Harford Rd and Old Harford Rd.,Old Harford Rd,Parkville,Baltimore,MD,21234-6324,US,US/Eastern,KMTN,2022-03-11 05:55:00,32.0,32.0,100.0,30.11,4.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-7462757,Source1,2,2019-01-14 17:35:00,2019-01-14 18:35:00,40.69942,-111.916981,40.69942,-111.91693,0.003,At S 900 W - Accident., W 3300 S,South Salt Lake,Salt Lake,UT,84119-3324,US,US/Mountain,KU42,2019-01-14 17:35:00,23.5,15.4,91.0,30.25,5.0,NNW,6.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-4577172,Source1,2,2022-05-14 10:26:30.000000000,2022-05-14 10:40:30.000000000,45.557116,-92.990513,45.570322,-92.991823,0.915,Slow traffic on I-35 N from MN-95/Exit 147 (I-35) to CR-10/Exit 152 (I-35) due to accident.,I-35 N,Harris,Chisago,MN,55032,US,US/Central,KROS,2022-05-14 10:35:00,73.0,73.0,36.0,28.89,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4253835,Source1,2,2022-06-23 05:41:30,2022-06-23 05:52:30,34.58128095,-82.68738627,34.63393095,-82.59518627,6.3820000000000014,Slow traffic on I-85 N from US-178/Exit 21 (I-85) to SC-81/Exit 27 (I-85) due to accident.,I-85,Anderson,Anderson,SC,29621,US,US/Eastern,KAND,2022-06-23 05:56:00,75.0,75.0,76.0,29.05,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5599926,Source1,2,2021-08-16 02:35:30,2021-08-16 04:52:35,33.643035999999995,-84.314135,33.633164,-84.30412700000002,0.893,Stationary traffic on I-675 S - GA-413 S from I-285 (I-675) to Anvil Block Rd/Exit 7 (I-675) due to accident.,GA-413 S,Ellenwood,Clayton,GA,30294,US,US/Eastern,KATL,2021-08-16 02:52:00,76.0,76.0,85.0,28.95,10.0,SSE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2339769,Source2,3,2019-01-16 13:25:39,2019-01-16 13:55:19,37.232632,-80.238091,,,0.0,Right hand shoulder blocked due to accident on I-81 Northbound at Exit 128 Northfork Rd.,I-81 N,Elliston,Montgomery,VA,24087,US,US/Eastern,KBCB,2019-01-16 13:35:00,32.9,27.5,89.0,30.19,10.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4296653,Source1,2,2022-08-08 23:13:00,2022-08-09 00:56:50,40.672325,-73.514152,40.671423,-73.514434,0.064,Incident on WANTAGH STATE PKWY SB near RT-27 Expect long delays.,Wantagh Pkwy S,Wantagh,Nassau,NY,11793,US,US/Eastern,KFRG,2022-08-08 22:53:00,78.0,78.0,79.0,29.83,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6464293,Source1,2,2021-02-14 18:20:00,2021-02-15 20:53:41,37.795206,-121.322377,37.795219,-121.320994,0.076,Incident on ACADEMY DR near HOUSE 1328 Drive with caution., Academy Dr,Lathrop,San Joaquin,CA,95330-9236,US,US/Pacific,KSCK,2021-02-14 17:55:00,55.0,55.0,57.0,30.05,10.0,NE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-467597,Source2,2,2017-06-25 10:47:06,2017-06-25 11:16:31,25.614365,-80.378662,,,0.0,Left lane blocked due to accident on FL-821 Southbound at Exit 16 FL-992 152nd St.,Florida's Tpke S,Miami,Miami-Dade,FL,33157,US,US/Eastern,KTMB,2017-06-25 10:53:00,88.0,,61.0,30.12,10.0,ESE,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2958383,Source2,2,2018-03-21 11:11:05,2018-03-21 11:40:37,43.048599,-78.990349,,,3.259999990463257,Accident on I-190 Northbound between Exit 19 County Hwy-75 Whitehaven Rd and Exits 20 20B NY-324 Long Rd.,Long Rd,Grand Island,Erie,NY,14072,US,US/Eastern,KIAG,2018-03-21 10:53:00,32.0,20.8,56.0,29.92,10.0,ENE,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-895706,Source2,2,2021-09-17 08:09:56,2021-09-17 08:39:35,38.452648,-121.37161299999998,,,0.0,Accident on Calvine Rd Westbound before Elk Grove Florin Rd.,Calvine Rd,Sacramento,Sacramento,CA,95829,US,US/Pacific,KMHR,2021-09-17 08:15:00,55.0,55.0,94.0,29.8,7.0,S,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-53331,Source2,3,2016-12-01 12:43:53,2016-12-01 13:13:36,32.708282000000004,-117.097534,,,0.01,Right hand shoulder blocked due to accident on I-805 Northbound at Exit 12A Imperial Ave.,I-805 N,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,2016-12-01 12:51:00,62.1,,58.0,29.95,10.0,South,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4658881,Source1,2,2022-03-14 11:39:11,2022-03-14 13:04:25,34.2085,-113.06499,34.208652,-113.065033,0.011,Incident on US-93 NB near SANTA MARIA RIV Right shoulder closed., Joshua Forest Scenic Rd,Congress,Yavapai,AZ,85332,US,US/Mountain,KPRC,2022-03-14 11:53:00,54.0,54.0,22.0,25.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2493034,Source2,3,2018-10-02 17:00:07,2018-10-02 17:29:40,32.276615,-90.18969,,,0.0,Very slow traffic and left lane blocked due to accident on I-20 Westbound at Exit 45A I-55 I-20.,I-20 W,Jackson,Hinds,MS,39201,US,US/Central,KHKS,2018-10-02 16:53:00,88.0,,59.0,30.07,10.0,ESE,5.8,,Thunderstorm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2418322,Source2,3,2018-12-28 06:07:33,2018-12-28 06:36:48,40.13879,-75.170181,,,5.0,Center lane blocked due to accident on I-276 Westbound between Exit 343 PA-611 Easton Rd and Exit 340 Virginia Dr.,I-276 E,Fort Washington,Montgomery,PA,19034,US,US/Eastern,KLOM,2018-12-28 06:15:00,44.6,43.1,100.0,30.21,3.0,ESE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-7149622,Source1,4,2020-04-01 14:58:46,2020-04-01 15:28:21,33.67043,-111.92541,33.68381,-111.92535,0.924,Closed at Pinnacle Peak Rd - Road closed due to accident., N Scottsdale Rd,Phoenix,Maricopa,AZ,85054,US,US/Mountain,KSDL,2020-04-01 14:53:00,80.0,80.0,20.0,28.12,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3418480,Source1,4,2016-03-30 06:55:42,2016-03-30 12:55:42,34.03674,-118.30281,34.03678,-118.30198,0.048,Ramp to I-10 Eastbound - Accident.,I-10 E,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,2016-03-30 06:47:00,52.0,,63.0,29.96,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6877635,Source1,2,2020-12-20 01:12:35,2020-12-20 03:57:00,45.061576,-123.572199,45.061645,-123.57156100000002,0.031,Incident on OR-22 EB near MP 24 Drive with caution.,Hebo Rd,Grand Ronde,Polk,OR,97347,US,US/Pacific,KMMV,2020-12-20 00:53:00,55.0,55.0,93.0,29.93,5.0,S,14.0,0.16,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5482402,Source1,2,2021-07-25 14:44:56.000000000,2021-07-25 15:13:56.000000000,32.940292,-80.68529699999998,32.996995,-80.670231,4.013999999999999,Slow traffic on I-95 N from SC-64/Bells Hwy/Exit 57 (I-95) to McLeod Rd/Exit 62 (I-95) due to accident.,I-95 N,Walterboro,Colleton,SC,29488,US,US/Eastern,KRBW,2021-07-25 14:35:00,88.0,88.0,49.0,29.91,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4210343,Source1,2,2022-04-01 16:22:19,2022-04-01 16:42:19,25.503393,-80.412438,25.49846,-80.41242700000002,0.341,Stationary traffic from FL-821/Florida's Tpke (SW 137th Ave) to Campbell Dr/SW 312th St (SW 137th Ave) due to accident., SW 137th Ave,Homestead,Miami-Dade,FL,33033-3102,US,US/Eastern,KHST,2022-04-01 15:56:00,87.0,87.0,62.0,29.94,10.0,SSE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2163568,Source2,2,2019-04-12 10:26:44,2019-04-12 11:10:45,39.827271,-84.890495,,,0.0,Accident on US-27 9th St Eastbound at US-40 A St.,S 9th St,Richmond,Wayne,IN,47374-5506,US,US/Eastern,KVES,2019-04-12 10:30:00,55.0,55.0,88.0,28.72,10.0,WSW,20.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6215622,Source1,2,2021-04-03 21:55:22,2021-04-04 00:50:10,42.17480778674041,-88.61009001689621,42.168807786740416,-88.59288001689619,0.974,Incident on I-90 EB near IL-23 Left lane blocked.,Jane Addams Memorial Tollway,Marengo,McHenry,IL,60152,US,US/Central,KDKB,2021-04-03 21:55:00,57.0,57.0,48.0,29.17,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3741931,Source1,4,2022-07-27 03:18:29,2022-07-27 06:25:09,33.106466999999995,-80.187938,33.106561,-80.188181,0.015,Incident on STARLINE DR near JEDBURG RD Road closed. Take alternate route., Starline Dr,Summerville,Berkeley,SC,29486-7030,US,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4118153,Source1,2,2022-12-06 10:21:00.000000,2022-12-06 11:26:00.000000,36.123568,-79.90379200000002,36.114772,-79.908765,0.6679999999999999,Stationary traffic on I-840 W from Fleming Rd (I-73) to Joseph M Bryan Blvd/Exit 3 (I-73) due to accident.,I-840,Greensboro,Guilford,NC,27410,US,US/Eastern,KGSO,2022-12-06 09:54:00,43.0,43.0,93.0,29.25,1.0,CALM,0.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2864240,Source2,2,2018-04-04 21:45:49,2018-04-04 22:45:29,28.694796000000004,-81.488556,,,0.0,Accident on Thompson Rd at Sandpiper St.,E Sandpiper St,Apopka,Orange,FL,32712-3018,US,US/Eastern,KORL,2018-04-04 21:53:00,77.0,,64.0,30.01,10.0,WSW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4860319,Source1,2,2022-08-28 15:34:30,2022-08-28 17:27:00,34.398653,-117.402464,34.365234,-117.430801,2.818,Stationary traffic on Barstow Fwy S - I-15 S from Joshua St (I-15) to Oak Hill Rd (I-15) due to accident.,Barstow Fwy S,Hesperia,San Bernardino,CA,92344,US,US/Pacific,KVCV,2022-08-28 15:35:00,95.0,95.0,23.0,26.87,10.0,S,21.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4128851,Source1,2,2022-04-17 21:51:00.000000000,2022-04-17 22:42:00.000000000,34.004163,-117.349968,34.02022,-117.338747,1.2819999999999998,Stationary traffic on Riverside Fwy N - I-215 N from Columbia Ave (I-215) to La Cadena Dr/Iowa Ave (I-215) due to accident.,I-215 N,Riverside,Riverside,CA,92501,US,US/Pacific,KRAL,2022-04-17 21:53:00,61.0,61.0,62.0,29.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1431971,Source2,2,2020-08-20 13:42:34,2020-08-20 14:27:33,37.877274,-121.278389,,,0.0,Accident on I-5 Southbound after Exit 467B Mathews Rd.,I-5 S,French Camp,San Joaquin,CA,95231,US,US/Pacific,KSCK,2020-08-20 13:37:00,91.0,91.0,20.0,29.78,2.0,NW,9.0,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5936362,Source1,2,2021-06-14 15:02:30,2021-06-14 15:23:00,38.663652,-121.2999,38.663633,-121.308423,0.46,Stationary traffic from San Juan Ave (Madison Ave) to Dewey Dr (Madison Ave) due to accident., Madison Ave,Fair Oaks,Sacramento,CA,95628,US,US/Pacific,KMHR,2021-06-14 14:45:00,82.0,82.0,35.0,29.86,10.0,SW,9.0,,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1147210,Source2,2,2021-02-18 18:09:24,2021-02-18 20:12:00,40.626659,-75.483086,,,0.0,Lane blocked due to accident on US-22 Westbound at PA-145 Macarthur Rd.,MacArthur Rd,Whitehall,Lehigh,PA,18052,US,US/Eastern,KABE,2021-02-18 18:11:00,24.0,12.0,84.0,29.85,7.0,NE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1650874,Source2,2,2020-02-15 19:17:26,2020-02-15 20:34:00,33.93227,-86.796112,,,0.0,Lane blocked due to accident on US-31 both ways near CR-7.,County Highway 7,Hayden,Blount,AL,35079,US,US/Central,KBHM,2020-02-15 18:53:00,46.0,46.0,54.0,29.6,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-627591,Source3,1,2022-05-05 08:11:55,2022-05-05 09:25:26,28.02306,-82.73782299999998,,,0.0,Crash on Us-19 at Evans Rd.,Evans Rd,Clearwater,Pinellas,FL,33761,US,US/Eastern,KPIE,2022-05-05 07:53:00,76.0,76.0,87.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-19574,Source2,2,2016-09-12 14:17:02,2016-09-12 14:47:02,37.37387800000001,-121.996094,,,0.0,Right hand shoulder blocked due to accident on County Hwy-G2 Lawrence Expy at Kifer Rd.,Lawrence Expy,Sunnyvale,Santa Clara,CA,94086,US,US/Pacific,KNUQ,2016-09-12 13:56:00,72.0,,48.0,29.89,10.0,NNW,12.7,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-172291,Source2,2,2016-11-24 04:03:00,2016-11-24 04:47:42,41.887764,-88.136131,,,0.01,Accident on Geneva Rd at Pleasant Hill Rd.,N799 Pleasant Hill Rd,Wheaton,DuPage,IL,60187,US,US/Central,KDPA,2016-11-24 03:52:00,39.0,31.8,86.0,30.08,7.0,West,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-7499071,Source1,2,2018-11-09 08:10:27,2018-11-09 08:39:53,33.89406,-84.25492,33.89502,-84.25341999999998,0.109,Ramp to I-85 Northbound and Northcrest Rd - Accident. Vehicle fire.,GA-403 N,Atlanta,DeKalb,GA,30340,US,US/Eastern,KPDK,2018-11-09 08:15:00,53.1,,96.0,30.06,2.5,Variable,4.6,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-832751,Source2,2,2021-11-04 07:20:52,2021-11-04 07:55:00,35.616772,-78.53555300000002,,,0.0,Accident on NC-42 at Cornwallis Rd.,NC Highway 42 W,Garner,Johnston,NC,27529-8476,US,US/Eastern,KRDU,2021-11-04 06:51:00,44.0,40.0,71.0,29.85,10.0,NNE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-2537288,Source2,3,2018-10-23 20:43:46,2018-10-23 21:11:36,28.507168,-81.421776,,,1.0700000524520874,Entry ramp to I-4 Westbound from S John Young Pkwy Southbound closed due to stalled vehicle.,I-4 W,Orlando,Orange,FL,32839,US,US/Eastern,KORL,2018-10-23 20:53:00,75.0,,79.0,30.08,10.0,NNE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3819100,Source1,2,2022-09-18 20:54:36,2022-09-18 22:12:37,38.064946,-78.953225,38.072581,-78.974506,1.272,Incident on I-64 WB near MM 93 Left lane blocked.,I-64 W,Waynesboro,Augusta,VA,22980,US,US/Eastern,KSHD,2022-09-18 20:55:00,68.0,68.0,72.0,28.83,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1715185,Source2,4,2019-12-13 05:31:03,2019-12-13 10:33:42,32.913197,-96.738197,,,0.9300000071525574,Queueing traffic due to earlier accident on I-635 Westbound between Forest Ln and Markville Dr. All lanes have been re-opened.,I-635 E,Dallas,Dallas,TX,75243,US,US/Central,KADS,2019-12-13 05:53:00,43.0,38.0,93.0,29.2,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-438358,Source2,3,2017-05-23 21:59:25,2017-05-23 22:28:48,37.701515,-122.021149,,,0.0099999997764825,Right hand shoulder blocked due to multi-vehicle accident on I-580 Westbound at Exit 39 Paloverde Rd.,Paloverde Rd,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,2017-05-23 21:54:00,57.9,,70.0,29.96,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3023694,Source2,3,2018-02-20 18:45:35,2018-02-20 19:14:33,45.36335,-122.610115,,,0.3000000119209289,Entry ramp to I-205 Northbound from OR-43 Willamette Dr Southbound closed due to accident.,Willamette Dr,West Linn,Clackamas,OR,97068,US,US/Pacific,KUAO,2018-02-20 18:53:00,37.0,34.5,89.0,30.14,6.0,SSW,3.5,0.04,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-3987709,Source1,2,2022-01-27 10:04:08,2022-01-27 11:20:59,36.15433400000001,-86.801534,36.1553,-86.802243,0.078,Incident on 20TH AVE NB near STATE ST Drive with caution., State St,Nashville,Davidson,TN,37203-2209,US,US/Central,KBNA,2022-01-27 09:53:00,36.0,36.0,37.0,29.71,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6312820,Source1,2,2021-06-03 07:49:06,2021-06-03 09:06:23,25.813408,-80.220991,25.814124,-80.221017,0.049,Incident on NW 14TH CT near NW 42ND ST Drive with caution., NW 41st St,Miami,Miami-Dade,FL,33142-4890,US,US/Eastern,KMIA,2021-06-03 07:53:00,80.0,80.0,85.0,30.02,10.0,ESE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6208052,Source1,2,2021-10-14 13:00:00,2021-10-14 13:52:00,38.613006,-121.328736,38.618246,-121.328581,0.362,Stationary traffic from El Camino Ave/Van Alstine Ave (Fair Oaks Blvd) to Manzanita Ave (Fair Oaks Blvd) due to accident., Fair Oaks Blvd,Carmichael,Sacramento,CA,95608-4818,US,US/Pacific,KMCC,2021-10-14 12:55:00,70.0,70.0,25.0,29.97,10.0,WNW,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6813401,Source1,2,2020-10-19 21:41:00,2020-10-20 00:14:00,39.883521,-75.103717,39.871485,-75.102027,0.836,Slow traffic on NJ-42 from US-130 (I-76/NJ-42) to I-295/I-76/Exit 26 (NJ-42) due to accident.,I-76 E,Gloucester City,Camden,NJ,08030,US,US/Eastern,KPHL,2020-10-19 21:54:00,60.0,60.0,90.0,30.24,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4250838,Source1,2,2022-06-21 15:21:30,2022-06-21 15:42:00,34.019471,-117.542622,34.017893,-117.53463700000002,0.47,Slow traffic on CA-60 E - Pomona Fwy E from Milliken Ave (CA-60) to Mission Blvd (CA-60) due to accident.,CA-60 E,Mira Loma,Riverside,CA,91752,US,US/Pacific,KRAL,2022-06-21 14:53:00,95.0,95.0,22.0,28.99,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3859590,Source1,2,2022-04-28 08:22:33.000000000,2022-04-28 09:37:34.000000000,38.71334195118564,-76.9898164268637,38.725421951185645,-76.9899164268637,0.835,Incident on INDIAN HEAD HWY near INDIAN HEAD HWY Drive with caution., Indian Head Hwy,Fort Washington,Prince George's,MD,20744-2836,US,US/Eastern,KDCA,2022-04-28 08:52:00,43.0,36.0,47.0,30.24,10.0,NW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7019520,Source1,2,2020-05-08 23:28:00,2020-05-09 00:40:33,38.538891,-121.288453,38.538891,-121.288453,0.0,At CA-16/Jackson Rd - Accident., Excelsior Rd,Mather,Sacramento,CA,95655,US,US/Pacific,KMHR,2020-05-08 22:45:00,70.0,70.0,43.0,29.69,10.0,SSW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5452184,Source1,2,2023-01-02 13:42:31,2023-01-02 15:00:02,33.654444,-112.099749,33.654726000000004,-112.099752,0.019,Incident on N 19TH AVE near W UNION HILLS DR Expect delays., N 19th Ave,Phoenix,Maricopa,AZ,85023-1361,US,US/Mountain,KDVT,2023-01-02 13:53:00,55.0,55.0,57.0,28.29,10.0,SW,12.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-1131716,Source2,2,2021-03-03 23:50:53,2021-03-04 00:50:38,47.670929,-122.376244,,,0.0,Accident on 15th Ave at 58th St.,NW 58th St,Seattle,King,WA,98107-2942,US,US/Pacific,KBFI,2021-03-03 23:53:00,40.0,40.0,86.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1846734,Source2,2,2019-11-26 16:38:02,2019-11-26 17:41:06,39.09837,-119.910362,,,0.0,Accident on US-50 Westbound at Spooner Guard Station Fs Rd.,US Highway 50,Glenbrook,Douglas,NV,89413,US,US/Pacific,KCXP,2019-11-26 16:35:00,36.0,36.0,56.0,24.81,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
